,advancements_50,advancements_25
1,-0.04529996652464,-0.013686362872894
2,0.02196029902013,0.02331719099855
3,0.044708119554917,0.045149193549298
4,0.027030632815924,0.060435623741499
5,0.069826328969245,0.078789812565635
6,0.098405055766939,0.105296215337399
7,0.110215004970186,0.124425005719191
8,0.142422870334335,0.140459777064653
9,0.159414353451536,0.158321091264835
10,0.179407133044222,0.182258037147987
11,0.202131319442968,0.200804277506848
12,0.211183448291543,0.225001832497938
13,0.233620848156653,0.244666642500873
14,0.228158562423033,0.261953015633976
15,0.261896264281558,0.282458537415256
16,0.000350452686061,-0.000605898930998
17,0.018107626009195,0.020265674803523
18,-8.87739390310025E-05,0.039216673164625
19,0.057605929521466,0.059033342176348
20,0.076342433965935,0.082557139633361
21,0.103174957537136,0.10305174509695
22,0.100344694279473,0.122804542766388
23,0.133758196005376,0.137537353090775
24,0.161904855471013,0.161827841142053
25,0.175989553408832,0.183111183118374
26,0.183845508302572,0.203840083058413
27,0.217820525703324,0.217095790424248
28,0.228941476477964,0.2438318234742
29,0.263290447638745,0.263665509818209
30,0.272436110936816,0.286899039289357
31,0.002040565010445,0.006385083444184
32,0.024115273525223,0.023006053695118
33,0.03236632548204,0.049179534927395
34,0.052556584507053,0.068989829094318
35,0.08597770796041,0.086074874114727
36,0.105299626627337,0.104814491365679
37,0.106815867149521,0.12121139702733
38,0.139520270663092,0.137494173898429
39,0.158378272336681,0.156867365470774
40,0.181766543369052,0.180457285548873
41,0.195176093876505,0.208510888107419
42,0.171860540331445,0.22188828841026
43,0.239000252678071,0.240516316023897
44,0.251436009059409,0.253397733115837
45,0.282983667434384,0.282326505438777
46,0.013330460103451,0.082349804424934
47,0.084855470696399,0.088898269038112
48,0.089688362688126,0.121904039535615
49,0.065858345473239,0.066320269715822
50,0.086450691010761,0.085490032385262
51,0.136647874404174,0.101026698013912
52,0.104702073910366,0.123511358137314
53,0.153903818577063,0.142350706757648
54,0.144018559951493,0.164617741655316
55,0.181719878118266,0.180725974035531
56,0.178358219148958,0.207166180137412
57,0.22312634223277,0.222406876111543
58,0.237471202194238,0.244764630826245
59,0.253391768719682,0.267088532412665
60,0.264381170993188,0.285554174831605
61,0.048975316957303,0.044469863951911
62,0.041949811302892,0.107332922197752
63,0.068936111067934,0.094105404411096
64,0.09418757755908,0.0925059034957
65,0.08218353647411,0.082134952487194
66,0.084209098431357,0.100996980511303
67,0.116534252015002,0.120637288639217
68,0.127436400942597,0.138127380025607
69,0.150775775562159,0.163850482663278
70,0.251262160719261,0.182056317739983
71,0.162772951641001,0.198148377272208
72,0.202782391708842,0.225846781217194
73,0.231281376372935,0.245004729301313
74,0.23681006646658,0.266920398240967
75,0.27838689930332,0.28242083157449
76,0.051210625544214,0.053887195448389
77,0.021037085139375,0.05586163895355
78,0.09853377454449,0.115728273517554
79,0.075690556772063,0.101937197979138
80,0.13209548035007,0.121343296883753
81,0.15614601633172,0.157618662666645
82,0.16627038894326,0.173425700312154
83,0.194091362045781,0.200741756903112
84,0.184223919352973,0.160984402229845
85,0.233219916219468,0.2234516847655
86,0.21246622798146,0.255422016645485
87,0.236815864253841,0.28023557091841
88,0.233810917062522,0.258414869353116
89,0.281192493756491,0.317167036771587
90,0.331291099707029,0.323886102821126
91,0.080821628863319,0.015782280082231
92,0.079095698338059,0.035300112691533
93,0.062035318432632,0.10639007992192
94,0.098290101562658,0.142164472761859
95,0.117034594474664,0.082637536101199
96,0.133769132330377,0.142474175112138
97,0.154861006413166,0.178286931983789
98,0.191401207559102,0.191574562001962
99,0.187230978222993,0.19901495038377
100,0.188492272709445,0.211043118946667
101,0.266350955609701,0.235302409883689
102,0.300445809599745,0.258201647874068
103,0.30077222564885,0.277085374277
104,0.321061933156659,0.305294870812566
105,0.283820983878113,0.325368562955
106,0.038977351388365,0.087891798066502
107,0.036910766910839,0.079705546742704
108,0.120108437992685,0.133380657520246
109,0.130112176532938,0.126295467244495
110,0.143923269731277,0.128857498048029
111,0.152695622407569,0.142945379662105
112,0.195026081982164,0.155252150231465
113,0.157087682903175,0.213974366675905
114,0.235444841005175,0.193461667507491
115,0.228837921202155,0.240303265937444
116,0.247337026537505,0.232148118677145
117,0.270982793077626,0.252852786631118
118,0.278296642518558,0.280247079755678
119,0.31201037736855,0.283339359345754
120,0.334080418185775,0.302146994293104
121,0.083222075725238,0.066874295000822
122,0.10522208170357,0.092164302855376
123,0.105131903415267,0.103749564671599
124,0.130502644944454,0.120303841138405
125,0.173524191436252,0.163094293638072
126,0.114557802571622,0.167835680501142
127,0.199956848235351,0.199550667835082
128,0.21643747334865,0.216535661015542
129,0.238535413655427,0.242247844782897
130,0.217491249749442,0.241315460783015
131,0.279151377136276,0.278096080211841
132,0.262027860011962,0.282282268009367
133,0.238935894853058,0.301591867241745
134,0.346536952016731,0.33822287715526
135,0.293956814435365,0.350943384511292
136,0.165255796169583,0.157781723904402
137,0.278185490914497,0.136767635227955
138,0.206144040398867,0.112588586284069
139,0.196395425829414,0.171841824908917
140,0.227971564344276,0.187952331478883
141,0.204734538642917,0.190146587452467
142,0.230417515745611,0.212735928264013
143,0.216923886146395,0.225952134154479
144,0.273204743727501,0.262123449843682
145,0.230672781344588,0.25795559471093
146,0.31267327912614,0.302408286451515
147,0.311575529356524,0.303624297213475
148,0.3501298203049,0.339306902974979
149,0.336485643269056,0.335725634461462
150,0.33877951692108,0.36435192191823
151,0.049887831157075,0.085366393778515
152,0.153645310129106,0.163898636556287
153,0.168843888335306,0.142030442153792
154,0.138826058855277,0.12955944992297
155,0.290467979425304,0.153858420919795
156,0.175364702396623,0.180806867863412
157,0.20763063634477,0.199880508264144
158,0.252184716773253,0.264589176314142
159,0.246202170454649,0.230578320374873
160,0.299900969965071,0.317440972142377
161,0.250699864851559,0.286631682664032
162,0.271619691375528,0.298749336029316
163,0.27344661694181,0.317346144850633
164,0.328737246483831,0.337097147016546
165,0.344812891630502,0.360846419581232
166,0.137930096296218,0.16855313836438
167,0.183311042685578,0.128023041827624
168,0.185225314495881,0.203530838557747
169,0.502479567891006,0.385156904091206
170,0.280817035265333,0.200502402732921
171,0.249416898112784,0.11038975738712
172,0.254034969716876,0.126996413154638
173,0.228762407633514,0.239417522339455
174,0.251403864870794,0.262067252930068
175,0.290675033378858,0.279638036919816
176,0.336216948243684,0.319755042713092
177,0.278648412420825,0.320586179508733
178,0.356874669772697,0.357415756221076
179,0.375145491787412,0.363747873164626
180,0.36167553340796,0.381054230075567
181,0.278105230190376,0.305928584686673
182,0.48935386445156,0.475536750931242
183,0.510055721391022,0.440195560636263
184,0.474739317927703,0.391638421994084
185,0.368276292905459,0.331750048905034
186,0.391151471608055,0.298777156391204
187,0.388429563581859,0.314860769311435
188,0.409684262541154,0.331829864870302
189,0.438802950311549,0.36303092621484
190,0.460854264943124,0.378645540560392
191,0.465043508164941,0.418406276021155
192,0.4846295284483,0.40024669880025
193,0.647460454412284,0.433019377724167
194,0.394041293706375,0.362828707716548
195,0.410323784136248,0.412677593199443
196,0.262634468480902,0.188320634800233
197,0.286271731278554,0.201559331044437
198,0.299677369666627,0.216054971873164
199,0.533822572508286,0.454878872429428
200,0.381383676930291,0.336417679600704
201,0.402128737817027,0.349800937100665
202,0.447886219673799,0.345519357613064
203,0.471002929669895,0.363604133568245
204,0.408042796429621,0.282870610459671
205,0.496416495286049,0.392813197045378
206,0.49345025752865,0.397559751193521
207,0.496098464489392,0.407078415805351
208,0.6496639660005,0.469165403800988
209,0.571248959794538,0.53429677249375
210,0.453914113471551,0.418125609328707
211,0.283422999452314,0.199938166980727
212,0.308359207788356,0.21099906474595
213,0.305521714699558,0.265471739241523
214,0.412397736528829,0.34728636333565
215,0.321293675051539,0.377307939396138
216,0.388879891540362,0.354076442536124
217,0.373169142314889,0.391086663629345
218,0.428354706020744,0.388200197111105
219,0.503077258897194,0.390543114047256
220,0.339392776116686,0.18662024475865
221,0.508277850063464,0.420229134782833
222,0.440488889551164,0.30077558855278
223,0.615887253388151,0.507405835611589
224,0.581152208205218,0.536269419921372
225,0.466599702631332,0.420506485185919
