,advancements_50,advancements_35,advancements_25
0,0.006570286756780861,0.0018637352486745914,0.0033412010952175606
1,0.006967732461498593,0.023258257468640284,0.023849313763684942
2,0.03134993526743212,0.043539156474808466,0.044117475515401725
3,0.042439040443755564,0.06094761811145522,0.060534396035562835
4,0.08463221142130221,0.08940518020009751,0.08379085843789537
5,0.08299884133045517,0.10053490749455417,0.10091157801569614
6,0.11695916630440624,0.11667633304318774,0.11607873195217645
7,0.12046247663933095,0.14302832719163533,0.14199314995411172
8,0.16051075580204538,0.15960858840497474,0.15726828251206212
9,0.1651965391227618,0.18229384770754875,0.1838813252957563
10,0.1622981349933756,0.19948494830418967,0.20358392917197815
11,0.22060534762339765,0.22190485465693247,0.21959046024034387
12,0.21724371339734627,0.2406304555934107,0.2422842271853253
13,0.2675485211421843,0.26275252629137624,0.26737898352493417
14,0.26511160203100265,0.2818075520235609,0.2831408485996225
15,0.004850958475029731,0.004951249425771912,0.007035835463201171
16,0.0246955102198583,0.02308361705927901,0.02280736190333392
17,0.02327563349810768,0.042047096163646144,0.04229084488676228
18,0.05923537123355036,0.06381132155233105,0.057458895818581136
19,0.060256710336017386,0.08535963041223849,0.08793001260823755
20,0.09683275593308359,0.09902970041263685,0.09919057513608488
21,0.11811502614205037,0.12268133916544785,0.11613442269311933
22,0.10662030287499512,0.14119331738123717,0.1397399407403516
23,0.14865459177793236,0.16153618970499817,0.16112131700214138
24,0.17743353168899026,0.1770747377294471,0.17359153585682824
25,0.19531122214236404,0.20272031338642243,0.20506186905143442
26,0.20484578736752757,0.22174334513770294,0.2232015063962506
27,0.23750378040844708,0.24273188044637672,0.23589928082534448
28,0.26320647938343,0.2605406844833441,0.26030160762805965
29,0.2637513600094878,0.2818878441277829,0.2826052692520488
30,0.003729536206454147,0.006197262685054159,0.008742741559417195
31,0.0076572884001413245,0.023343864310518797,0.02257000356528952
32,0.04386834591726391,0.044706574474859435,0.044638776265445726
33,0.035518731375206114,0.0615346576182886,0.06370720359588596
