,advancements_50,advancements_35,advancements_25
0,0.0030159905766123474,0.005400847962900234,0.006965513016620111
1,0.01987131733044821,-1.4595333944490244e-06,-1.1986069641336058e-05
2,0.03936431979003875,0.04369659732637712,0.04505656960089434
3,0.06780486405716225,0.0665884550065517,0.06693368680445858
4,0.08416002703808238,0.08253690067020228,0.08309702945436129
5,0.10780681253004314,0.10663133775151568,0.10682507865829598
6,0.11506135063988253,0.12452413482620939,0.12189664704863525
7,0.1004236212785686,0.14549180078014703,0.14546264732567749
8,0.16088720793681188,0.1647813454270295,0.16027222075118472
9,0.15801984305358724,0.18499730582003465,0.18675201016902052
10,0.16896542297974287,0.20723293842504503,0.20899816281533057
11,0.18423997602240363,0.22267170432171604,0.22438499719524355
12,0.213069008993428,0.2457470989213724,0.24759860909579504
13,0.2647150105662916,0.2651042358155834,0.2634350514192289
14,0.270781575594511,0.2841597679986477,0.2860765264137601
15,0.0013181432407129287,0.008393654323706192,0.00707716406711709
16,0.025609539995952012,0.02743512220060308,0.02530682117008867
17,0.03209039394321087,0.046037954577355926,0.04830460280738828
18,0.06262068314221761,0.06840089166471937,0.06245126546353764
19,0.07426218610908857,0.08751548269736628,0.08726881625064059
20,0.10160868815881197,0.10303688668531912,0.0997436251866516
21,0.11096374215187982,0.12771956953248825,0.12503029093659654
22,0.14582722662710815,0.14226429070142854,0.14458964109492237
23,0.1641064253792253,0.1686531231459613,0.16353890399749704
24,0.16468338173469613,0.18539409644569213,0.18624504162707406
25,0.202671620964298,0.20567313248955182,0.20124166005956445
26,0.22365846265444778,0.2261496102394764,0.22302799097467996
27,0.2414346844866579,0.24989825953723024,0.24983027667912605
28,0.22054561332699915,0.2613782898520147,0.2650261421319861
29,0.28202802046445286,0.28517728278850274,0.2815280718630618
30,0.003207756510595174,0.007298029226818603,0.000549429685145634
31,0.003403345202227144,0.026686768566876056,0.028744643023464786
32,0.015324849198906384,0.0462413431651827,0.04725308113755317
33,0.05686844954504367,0.06991971043165188,0.06940283589245441
34,0.08139844490743299,0.08947756266785532,0.0887982500338402
35,0.10706449706682895,0.11177458493235046,0.10886778624240144
36,0.12333574215186925,0.11600183365374137,0.12075228875557774
37,0.12182398717124682,0.14774372470387026,0.1458320072490673
38,0.15920134392026075,0.16830003499021806,0.16589963900862903
39,0.19010205452046203,0.1840419226148983,0.1899005830895066
40,0.20487520747565774,0.21034072259767658,0.20726357195333212
41,0.2229758667845971,0.22894263576588333,0.22336815410913163
42,0.2182233841049366,0.24610894038890957,0.24781562691488088
43,0.23945932047879537,0.26631647611520104,0.2681323380759689
44,0.2647147395065177,0.2857793561706813,0.2868000184927128
45,0.0628959121532032,0.0648752424104239,0.08101934917346527
46,0.10515859852649574,0.08911752036458014,0.09446402923867267
47,0.12219960847808264,0.10756065374231037,0.11660796654792667
48,0.13227553185583216,0.14227332603338247,0.12027067097693785
49,0.07537986911190839,0.09230014424133925,0.0914468076217758
50,0.10921421185415651,0.1002334542574655,0.1062608892824435
51,0.08985389485502682,0.13076596515416966,0.13016040867069747
52,0.13505176685395448,0.16602878913950322,0.15087516232758813
53,0.19028243991877122,0.1855225841975163,0.16748153742773586
54,0.16489748004039692,0.1869966622043405,0.18882616912933695
55,0.2016332965964129,0.20900490173666394,0.20699412949033427
56,0.22480814151914927,0.22814736769881738,0.2229194249937284
57,0.2314509119262176,0.24802075829119435,0.24973746097522034
58,0.2637790730587502,0.26976138829874113,0.26312679738674116
59,0.28572625992130124,0.29086302854728574,0.2852448199694055
60,0.08091034628957952,0.08674111070395098,0.08149962596100761
61,0.08621767391677423,0.0694218809129121,0.0860483946302216
62,0.1199056752485461,0.06594917349661512,0.10316614425138072
63,0.11567024408470178,0.0909115795304663,0.10172109019195998
64,0.11220288925950207,0.09710773845147094,0.08574970690477485
65,0.09948857176108712,0.10011657849871149,0.10998311963672416
66,0.12385024287845443,0.1236846264423584,0.1324455733094305
67,0.12975802644293563,0.1417309157716064,0.14212411013902768
68,0.14298602190630016,0.16353382792767274,0.16450610171599198
69,0.20000020645890065,0.19269449690257148,0.18561879420689834
70,0.18643551864425828,0.22077442520262744,0.20987970024211863
71,0.23788467219239814,0.24345569590381144,0.22611735325555005
72,0.24322779434127859,0.26503715800874333,0.2479822805865667
73,0.26938357923093087,0.26323964486821083,0.27213787129683675
74,0.28575917596992684,0.28965033486836717,0.28795641971982544
75,0.08728048192398685,0.03346781099441849,0.0586373213161573
76,0.06631327151917311,0.05380422600869925,0.06892242919135837
77,0.12935216338613892,0.07621154276903044,0.09555040693026018
78,0.09476724932630125,0.12818966135965046,0.13528175139733883
79,0.11590680314074746,0.09841838639575601,0.1029723634064196
80,0.12016976619004714,0.14282119385925202,0.1695149045173963
81,0.14655842427425297,0.16351908017386224,0.14487719064424834
82,0.1786549480604744,0.20997483587829704,0.19144446077682822
83,0.20989374171191927,0.1856336475762284,0.1885714032450792
84,0.22209768606594035,0.19126331316943396,0.20458411571489102
85,0.214258364228249,0.24179313027113114,0.22906715809221032
86,0.2483829966831236,0.24031559166301805,0.2577408968689424
87,0.30660885611829597,0.2831928510069266,0.2847660179278399
88,0.28747437739960885,0.33407904668642807,0.3063561064434496
89,0.2967501445211517,0.3489650779924321,0.3090767096092376
90,0.04951110737711901,0.051524929675617184,0.033538887194672684
91,0.05213827982716393,0.06006448685110061,0.07469501968125719
92,0.10982336541700782,0.0671796217548829,0.07096837673334862
93,0.12346931738147254,0.11117964538381397,0.07975451173165311
94,0.15378467597781237,0.12362474613658787,0.14393219791550874
95,0.1403968219957055,0.144579246577779,0.16189667143269706
96,0.1591885931064415,0.16401580984112898,0.16838354639699812
97,0.18671959240533828,0.1991520910479971,0.20643886695992636
98,0.210165592485021,0.2073907337911629,0.21437829786212464
99,0.20136206447162275,0.20722767654801036,0.23784529822902079
100,0.26965366255772344,0.24445386618579074,0.23864389413840684
101,0.27388732797967874,0.2806590604047995,0.27605871181950464
102,0.2774111984868065,0.287036734920341,0.2801476542244969
103,0.2759908795738488,0.2946348430246118,0.30977773318760154
104,0.357345045242585,0.3149887678911389,0.31723996728427933
105,0.06090534293364297,0.04190819275036486,0.06497479747606824
106,0.06714963463061531,0.07889913691137629,0.09946288660999483
107,0.12660190188148268,0.09026436516354522,0.12533240057483908
108,0.07949342148062163,0.13641431241874297,0.10811830269970579
109,0.13670333786457275,0.1399941932423957,0.10227609393748135
110,0.18434400159282344,0.1464673938140533,0.13461712116352959
111,0.20680564013874644,0.17557235585039122,0.1654247066321002
112,0.216865085068718,0.21894572580099791,0.1841739262486648
113,0.22888334199370905,0.2508796997691205,0.2134777468493121
114,0.22703903035478107,0.2169315943856136,0.18487900710879548
115,0.27330722489750775,0.249137452667712,0.24654113970260402
116,0.27575802380458536,0.25950290563855394,0.25316686397224897
117,0.31066645329142034,0.2733327028179612,0.2640018522194064
118,0.3228573689097103,0.2833338569495229,0.28808932248400687
119,0.33551440129686316,0.3209083556004972,0.3153827131341526
120,0.09520933247833595,0.07726879136398389,0.0821244514752597
121,0.09200393753488753,0.12225037976475198,0.09763152793567224
122,0.14020928432416577,0.09881615952084158,0.12705357900535774
123,0.12396296529700179,0.1504873241737675,0.12432891082024766
124,0.16634437324155776,0.14996928655848787,0.155398840093715
125,0.18717510261458875,0.1985116812351397,0.18574015240178782
126,0.20960601615568747,0.18869254676562933,0.21144013452889943
127,0.193282041041915,0.23295585941753236,0.2024748636016496
128,0.2515040178403496,0.24677043463243564,0.2520390594984476
129,0.23619815829894578,0.2705187829444622,0.2517168199613157
130,0.29011022969935174,0.2575306741574486,0.2877348413637719
131,0.30822691205167463,0.2756486915077318,0.3091756749262162
132,0.2954691387369026,0.3324530467478488,0.3019050982276847
133,0.353314242018156,0.33401352073934154,0.33040550849233424
134,0.3775749458744987,0.34495840472076883,0.37340934568577666
135,0.11841595176968933,0.13496749647620887,0.15503746491240014
136,0.34620470154746336,0.28757566310402605,0.21252317743935517
137,0.20397910923296173,0.12153144250540614,0.14536918904823615
138,0.216154356005061,0.13413354604195019,0.16026835211748763
139,0.1550182022115707,0.20420283005747702,0.17060395037882783
140,0.21753894429552267,0.1938438305670679,0.20740157717038096
141,0.19985521471633624,0.22554289148887216,0.20215170061440385
142,0.24702764781033043,0.17638146640780503,0.14528706652944923
143,0.22568691014261194,0.27251086591163115,0.23915414887720796
144,0.2502815786485104,0.2971008107647003,0.26343117455965986
145,0.32165619724778477,0.2999824030977557,0.30968795015469547
146,0.3230419053508109,0.31404872783623045,0.24898370745627446
147,0.3539615400026389,0.32949091826500276,0.342433512705439
148,0.3726165897139544,0.334056549919369,0.3611654540544555
149,0.3975002951534794,0.3728220131462855,0.3789818432020263
150,0.09588708518253801,0.11421195661792209,0.0931099790300233
151,0.1486835916812753,0.10014915357633644,0.11744850060309682
152,0.16077074517838774,0.13033656406992614,0.17553849189328216
153,0.1584778359028025,0.15960961589005024,0.20336323919975283
154,0.14215721417735622,0.19596342163554994,0.15895536872408517
155,0.24898521445824306,0.18911719163047355,0.22957334898682674
156,0.2244906292787921,0.23662361750231004,0.22175002725723444
157,0.22478455669311384,0.2658046426687025,0.23691815010265674
158,0.28099675258749185,0.2534393413268605,0.25944207383677087
159,0.2594948625211972,0.31994609719692757,0.27342308885770084
160,0.3289438975622082,0.28549214457817795,0.3042222194060884
161,0.3017519131292809,0.32864614723350005,0.30466643969961615
162,0.3155295253803098,0.3682761901334559,0.3249862402736036
163,0.3304642394032024,0.37851919879000195,0.34247304477011975
164,0.3665461063461626,0.38580072916234104,0.35827073630220546
165,0.09655756623039945,0.13395805698228752,0.10077590904630208
166,0.4594123893040605,0.480744154713723,0.47421749438154537
167,0.2301446017552447,0.18216188237708714,0.15109536425413356
168,0.4453061335153451,0.3755589720354227,0.3800899599544717
169,0.29004735222804684,0.21460415742860603,0.20939449049512746
170,0.26116681239030576,0.2043841093929714,0.24150063336339853
171,0.2799370643104358,0.23437235562315606,0.2514337886301188
172,0.2334868142410645,0.2711932618773895,0.24107260126499494
173,0.239131149353709,0.3070831157319851,0.26938161881790645
174,0.2649049259938496,0.31210937959347446,0.28020396740581816
175,0.26311447683518613,0.3463175816598705,0.3048087868607321
176,0.33582444505030223,0.34735724042049937,0.3272296682706456
177,0.36724474299810667,0.36256274385977605,0.3497154056164094
178,0.3714095075697526,0.39102258271441964,0.36995132128192654
179,0.36634429957186376,0.4112524951839071,0.3802663356672193
180,0.31184888381626646,0.36979694482854564,0.2913697561512557
181,0.4886094074212974,0.468531132366609,0.4664713045877339
182,0.5143259318414607,0.4977080492993116,0.48203576678359505
183,0.46873552870530194,0.4250960585033747,0.3922967943157391
184,0.40673912497076276,0.33351557448311436,0.29890411595150707
185,0.3734917370984937,0.3428974552899562,0.29277428554248286
186,0.3937101187657757,0.3639959975118812,0.3138173960141965
187,0.4064207609531035,0.3523748099687436,0.3499884289415328
188,0.35210399060169867,0.37080813931232265,0.31423550254002297
189,0.39108100923581385,0.3801899977604682,0.31225189425404926
190,0.4671514785109299,0.4418967297709223,0.39167829277368327
191,0.4742826751833454,0.4545294974362231,0.40204524867771074
192,0.582760035749401,0.600007283166668,0.5025934054720396
193,0.3870822962788854,0.4194211325433985,0.3944043400713431
194,0.4430679591535791,0.41733798399352257,0.4267499797257816
195,0.25603074235055284,0.20836427942297972,0.18623825535039618
196,0.2722911949222111,0.208119686184875,0.2126648281710316
197,0.29096933466242764,0.27352165006786894,0.22410382043423305
198,0.41901994132651643,0.37243373743822983,0.29480431968354887
199,0.376888976785295,0.3256250431960982,0.32693990463892647
200,0.3786789905796993,0.3691030027077113,0.3460504392518533
201,0.43657264020043574,0.395812730694811,0.3427038875300409
202,0.4827103431385269,0.4046596371802337,0.3511553317675123
203,0.4791604221922386,0.4325215452568817,0.38142604378894074
204,0.5065378325769087,0.4285625494889539,0.3924622446005748
205,0.4828472450702376,0.45557216031350667,0.40116541040935744
206,0.487303420546121,0.42664813592029693,0.4183730341126601
207,0.6168595392951773,0.5993010176047482,0.5030738942272817
208,0.5746710042787433,0.4640161997696382,0.4051559323883358
209,0.4283569514317123,0.4603086198661572,0.4162585869759275
210,0.2848874533658516,0.23499226608906446,0.19212131373405428
211,0.30851488690239753,0.2578911669766235,0.2103240819267445
212,0.40085119087118587,0.3599968712135421,0.34512295872611815
213,0.3443387954726508,0.31905632706926373,0.30161434314365826
214,0.3210506058485942,0.32570715405344364,0.3759394098158336
215,0.3823376835784117,0.3559752601418184,0.3485314489550074
216,0.3891750032910231,0.3630195229849072,0.3880389828641839
217,0.4280585849291403,0.39787804909901664,0.38449258967183286
218,0.4027336404550178,0.419769308555505,0.3787686004985741
