,advancements_50,advancements_35,advancements_25
0,0.0053484795703196844,0.0015885918797837201,0.004182617223185879
1,0.02940011884036517,0.027559043751000864,0.0284878106874194
2,0.04268236203392781,0.04682547862613437,0.04176027349027849
3,0.06511108804910655,0.06541143474061276,0.06512250634229708
4,0.08254150492909278,0.07910961840687353,0.08329508986614606
5,0.09933799394033736,0.10334710928396933,0.1009644941497007
6,0.11950883865139804,0.12136741897835623,0.117420776400503
7,0.14940408861863144,0.14477718227111028,0.1488678272612409
8,0.16000072970322382,0.16442039424995158,0.15917223390586208
9,0.1564089835963297,0.18489679870179135,0.18713652764044544
10,0.18452129622945032,0.2052752817775187,0.2071872245534701
11,0.15799066067193093,0.21754605596184465,0.22139538861677555
12,0.2264806838315959,0.2432642648404527,0.24459780338389728
13,0.2602689629254899,0.26290830421508155,0.2616398819054959
14,0.2828326848445607,0.28731160273175405,0.28216091378318253
15,0.0048596843399659985,0.004503022762228194,0.007689525041042886
16,0.019391044621112487,0.02154870251755752,0.017606059249773296
17,0.04295817067667839,0.04864798163331287,0.04275919612687716
18,0.05016287087699703,0.06479338241414588,0.06704381429571464
19,0.07737816229944308,0.08433068086229396,0.08421934857608186
20,0.08936882518334895,0.11011863302247148,0.10955778093190477
21,0.11514124100278007,0.12698489767171264,0.12486533164220344
22,0.14343662119114006,0.14590351953129813,0.14202849501084458
23,0.1641101484075201,0.1602574112181425,0.1613855765442183
24,0.18671669668263555,0.18273896212580143,0.18647868630895575
25,0.1763707417558966,0.20784109380808932,0.209231005933798
26,0.22427638533169716,0.22804010463278546,0.22352592913935554
27,0.239750083956113,0.24128470951841377,0.23770810489975827
28,0.2525112066876261,0.2672500260413655,0.26882365690788756
29,0.28149565419322603,0.2910859898879719,0.28754539009363267
30,0.0032311846512550406,0.004295270567838539,-0.0005538266358922355
31,0.023786277354814582,0.029182842005289127,0.026397969949108147
32,0.04459281384520513,0.04608419835372814,0.045801506197671454
33,0.06537555265460941,0.06781284967988502,0.06537217605521135
34,0.08385110857539226,0.08947871360698499,0.08338393084554697
35,0.10375787735608655,0.10826259874952963,0.10311075216933448
36,0.12938932344155457,0.12685310737489253,0.12647596548691256
37,0.12891939780133632,0.14446862242769948,0.14196944484928112
38,0.1666549928353772,0.1721700532176069,0.16616295447035237
39,0.1890923706629104,0.18623408948728562,0.18687019865477672
40,0.18752397472440596,0.20126495942612913,0.20232842632434503
41,0.16608425407213231,0.22077706162609873,0.22576350451845062
42,0.24551061583910744,0.2494473596007381,0.24871538018065992
43,0.21903459891209695,0.2631059970454248,0.2683093733563839
