,advancements_50,advancements_25
0,0.0005472634681083261,0.002020825519865023
1,0.023973614006026343,0.023725622205620082
2,0.04176351069484005,0.042196602825170244
3,0.06490308050551541,0.0668142619313414
4,0.07419890207430123,0.08776777107953601
5,0.1016179104315702,0.10398558772014375
6,0.1206884573935382,0.12004228016317386
7,0.10737953956862299,0.14556706342588485
8,0.16243237096792743,0.16262205774107075
9,0.176165143131431,0.17915236023754685
10,0.16713264683373524,0.20088994666257706
11,0.21605119757191177,0.21970203229303828
12,0.243438544821289,0.2298854802486908
13,0.23307038354340606,0.26151095549451137
14,0.28263594239237444,0.2860654106865565
15,0.0012955298227927208,0.0015802774644690855
16,0.024624369839051224,0.024590524012453787
17,0.04120400015032992,0.04354782297113602
18,0.006873230310436352,0.059316982919546984
19,0.0873369605760509,0.08769691920374939
20,0.10086588208838033,0.10289682448171074
21,0.10966058856421357,0.12131550266982476
22,0.11130767109677919,0.14720263305830916
23,0.16092070367711658,0.07609026325982324
24,0.1414541595546472,0.18021378942725236
25,0.2028325066104665,0.20309767996882275
26,0.22011443329127714,0.21840781044718272
27,0.20984564482883133,0.23849910029897328
28,0.26378552978102077,0.2632413705630136
29,0.2712555602826838,0.2772513033478526
30,-0.0052495639892428825,0.0007834433233564976
31,0.02363653424670606,0.02560490231762461
32,0.03700884588856947,0.03925777409399423
33,0.044119457758085956,0.05870486488655518
34,0.07710993780642571,0.07922192572280792
35,0.09389667486793754,0.10017837860918409
36,0.10990954807720132,0.12812329496567
37,0.13921272294647616,0.1400615742733841
38,0.1607769708813768,0.16544813833919372
39,0.15966015956558102,0.18160781015092042
40,0.2097475504666424,0.21095030841458687
41,-5.4598187053233453e-08,-1.402472582765926e-05
42,0.23632296006255352,0.24492946445570796
43,0.23920955272859665,0.262159468779205
44,0.2831001003827458,0.28446482311994536
45,0.08856212242309797,0.07452133073010861
46,0.07763395506221511,0.0901738766054568
47,0.10705126472781867,0.1004258190979603
48,0.10172091292332845,0.13257518187286943
49,0.08711211796772925,0.0820243080527845
50,0.09216033572891015,0.10841508727739727
51,0.11938364704218521,0.12299041381496462
52,0.14118445705137353,0.14477649927236622
53,0.16652070501727206,0.16689822288998757
54,0.20953588297521306,0.17769594253369872
55,0.21985900235277178,0.20388265509821857
56,0.21851899410275588,0.2296205744657372
57,0.21170136630943287,0.24407677746494252
58,0.25241220664674197,0.26392028566826314
59,0.27798119993678133,0.28004340117214926
60,0.041027788319281853,0.08900395745562074
61,0.05096657443936505,0.09445057773894541
62,0.1034397865244164,0.09109695118193602
63,0.09287742244397502,0.13283424233378172
64,0.08336224622660858,0.08847368878286434
65,0.0865005613763211,0.10635701398496335
66,0.10992064174246177,0.11941383241157667
67,0.1353597542763526,0.13799017194621338
68,0.1621437499980535,0.1641198010308907
69,0.1876456178113077,0.19634008230569205
70,0.20300504002258196,0.20221169354429785
71,0.21239444958162376,0.22784515261110086
72,0.3160751129620639,0.24342918483820397
73,0.2618356173647825,0.2706868058172898
74,0.2816810659018269,0.2887198960745104
75,0.058477598639935346,0.0541442590560632
76,0.07587125467345851,0.08085090633041171
77,0.10575085701737674,0.0923942940582739
78,0.10333327734800875,0.14492146930530211
79,0.1279658787383195,0.1513332771587196
80,0.12136913814796722,0.16906589147542825
81,0.1249270673980994,0.10235204957092671
82,0.19123106031430798,0.21210389009572217
83,0.19849851160958296,0.23717009571446548
84,0.26028372624780477,0.2380153306960634
85,0.2483106859240236,0.227222321677129
86,0.28119956057977535,0.2693721917657649
87,0.295730034774121,0.28985035475445026
88,0.3002541676328819,0.3241087823629635
89,0.295658269289104,0.3439587854530972
90,0.011681719983557014,0.025217136509317374
91,0.10827501260686805,0.10602027225528364
92,0.09459064684886875,0.0900291355807384
93,0.10950428753710964,0.10650609392688676
94,0.11863143847381923,0.13345751608269246
95,0.15442483890041658,0.10437393380369893
96,0.15028834598564952,0.16671923094506444
97,0.20693789289402942,0.14340932642477033
98,0.19507337601945318,0.19994829618417717
99,0.23749203927972362,0.24706306892439067
100,0.23938076203613962,0.24733569270680475
101,0.2923095658447904,0.23621006688674384
102,0.2574328373597003,0.2940246326534528
103,0.2869707729791178,0.29357662301817994
