,x,y,target
642,43.578667,3.0176868,1
643,-71.3093,11.94695,0
644,69.457664,37.428425,1
645,4.1730895,-17.63789,1
646,-60.104942,13.235807,0
647,-23.011068,79.70831,0
648,-38.970364,4.32001,0
649,25.582033,9.746458,1
650,65.584854,6.943472,1
651,-49.679737,24.558605,0
652,-52.628544,7.053831,0
653,43.84885,2.1761174,1
654,52.58997,17.433437,1
655,27.272793,-7.7831984,1
656,-5.426077,-16.3241,1
657,2.3219173,-22.518814,1
658,18.198193,-2.0535276,1
659,-19.684813,-15.595152,0
660,-6.124074,-15.53863,1
661,-19.498644,-11.235361,1
662,1.3884995,-16.017094,1
663,-27.365711,-6.060669,0
664,69.255165,42.224594,1
665,9.861565,-0.64675546,1
666,-0.09259397,-12.834487,1
667,-91.97269,22.701597,0
668,2.689465,-4.077895,1
669,-41.692284,-6.287298,0
670,4.197983,-10.027758,1
671,-54.36356,29.602552,0
672,-9.048594,-18.66448,1
673,5.6212482,7.82104,1
674,14.173298,-11.132793,1
675,-18.772224,-13.91418,1
676,-77.636734,38.0562,0
677,-13.205769,-21.18642,1
678,11.473011,-18.001425,1
679,29.468504,14.503605,1
680,19.401577,1.7965419,1
681,-13.417173,-13.550966,0
682,-37.314396,-1.8729513,0
683,-1.1606877,-9.769257,1
684,-10.1184635,-12.557816,1
685,76.36281,15.873903,1
686,-4.8188424,-24.079319,1
687,-30.58046,-11.588579,0
688,74.98387,54.971916,1
689,13.290409,-8.819653,1
690,-44.59089,-6.4629145,0
691,-14.097598,11.730953,0
692,35.34599,12.373909,1
693,83.85157,52.57699,1
694,-1.4114251,-15.952631,1
695,17.782303,2.1063042,1
696,49.411545,25.686773,1
697,20.931822,-14.457706,1
698,-21.627174,4.6173754,1
699,-67.53607,22.121576,0
700,-16.26132,-6.2418966,0
701,-10.549198,-17.763872,1
702,2.5885158,-22.16229,1
703,12.219266,0.4720527,1
704,60.11736,45.598557,1
705,28.920712,-6.082089,1
706,59.33578,-0.6059763,1
707,-7.920998,-13.796934,1
708,-15.801456,-20.53108,1
709,14.685577,16.783302,1
710,60.176792,23.999054,1
711,-4.8667526,-12.600218,1
712,3.3916578,-19.06546,1
713,27.633528,-14.29147,1
714,-39.93473,7.869223,0
715,-27.66438,-21.783558,1
716,-7.481769,-21.445023,1
717,22.50719,-8.63418,1
718,-41.155434,26.825882,0
719,2.6547275,-13.971113,1
720,-58.931984,10.91749,0
721,9.105888,0.5045198,1
722,-4.206276,-8.237965,1
723,22.039318,-6.2666287,1
724,30.086763,-5.4394603,1
725,-73.57303,27.633137,0
726,-64.62903,-1.9122325,0
727,69.083374,35.35941,1
728,-2.6903884,-22.806393,1
729,79.23334,18.922506,1
730,47.477077,9.350096,1
731,5.027724,-17.562096,1
732,8.956791,-22.749132,1
733,25.84739,-6.8586845,1
734,-7.3470416,-17.618542,1
735,35.4961,26.77568,1
736,-10.552164,-25.523376,1
737,16.044392,-26.70094,1
738,24.455273,-13.16726,1
739,12.378574,-22.458527,1
740,44.06486,-6.6549582,1
741,-19.061047,-0.92686725,1
742,-50.16122,2.9790218,0
743,-25.169558,-11.70467,0
744,-55.994698,11.7317505,0
745,26.979534,-15.412198,1
746,37.66361,8.639589,1
747,-51.93161,20.829487,0
748,-14.579472,-11.098487,1
749,6.0264645,-2.471466,1
750,63.95047,18.58868,1
751,-58.540962,9.137524,0
752,-72.851425,1.4048655,0
753,2.886948,-21.024357,1
754,51.25432,33.7137,1
755,-2.3110185,-20.791864,1
756,68.26175,28.516273,1
757,28.85024,-14.333567,1
758,-10.116483,-15.93594,0
759,7.360495,-18.180319,1
760,27.100845,-14.853733,1
761,-59.070263,34.427628,0
762,78.92928,30.231434,1
763,-5.4704437,-24.678036,1
764,54.630093,35.983532,1
765,49.257412,37.538334,1
766,-4.911646,-13.80801,0
767,2.400313,-13.008642,1
768,22.611439,-7.8551016,1
769,7.2329698,-5.9770145,1
770,4.2256565,-20.40535,1
771,-15.305334,-15.597114,1
772,-40.236195,-3.3837786,0
773,10.519449,-16.945854,1
774,5.787724,-20.17125,1
775,62.468494,0.5435703,1
776,-15.131262,-5.118472,1
777,-57.743385,14.194057,0
778,77.48375,40.507225,1
779,21.617554,-11.054682,1
780,-88.77279,21.69682,0
781,-60.9786,15.380886,0
782,-0.18709785,-7.082531,1
783,-51.038094,3.7499042,0
784,-5.8934193,-18.328083,1
785,63.205467,19.427559,1
786,57.340836,28.4608,1
787,24.38787,-14.68992,1
788,12.25047,-3.3939848,1
789,20.560854,-8.652532,1
790,4.3097925,-13.070522,1
791,-18.22873,-19.203981,0
792,-60.342464,7.1912107,0
793,-15.200424,-23.197777,1
794,49.828915,20.738995,1
795,11.696252,-8.175997,1
796,9.241243,-10.821546,1
797,76.43187,20.319578,1
798,29.924759,-9.959631,1
799,-7.1698475,-21.3963,1
800,65.53572,4.741933,1
801,49.6298,38.605865,1
802,29.386505,0.56309295,1
803,-42.05075,-9.893551,0
804,-5.7287827,-18.151306,1
805,-6.54709,8.334114,0
806,65.91917,10.126694,1
807,56.422073,24.808582,1
808,21.362835,17.36779,1
809,7.7152376,-18.1058,1
810,5.0659714,-12.661683,1
811,-29.718182,-14.642001,0
812,60.41718,13.092314,1
813,58.617043,56.41612,1
814,23.89552,-11.282974,1
815,54.067608,-3.8308063,1
816,-8.761387,-20.133396,1
817,17.010681,-9.035214,1
818,-59.62053,7.7997575,0
819,62.817112,28.378654,1
820,-10.495098,-28.778118,1
821,-2.943604,-14.513683,1
822,2.5938363,-16.851988,1
823,-2.4765296,-13.3103695,1
824,-31.894619,-14.029476,0
825,-48.60269,-5.8761234,0
826,-18.481125,-25.764187,1
827,-8.603963,-19.769129,1
828,0.6315266,-12.621927,1
829,1.7965184,-12.424046,1
830,13.6937065,-12.299473,1
831,-19.999039,-19.499184,0
832,-57.19993,21.815567,0
833,8.87244,-9.051272,1
834,44.01812,-4.3429136,1
835,33.32067,1.3164574,1
836,49.561485,-16.682072,1
837,21.670532,-14.087502,1
838,12.875437,-8.160681,1
839,9.164699,5.96498,1
840,49.27809,27.556503,1
841,59.08629,11.604216,1
842,12.4378,-11.97995,1
843,-31.224129,4.785601,0
844,-55.155193,-0.425308,0
845,15.334373,-5.689847,1
846,-5.858512,-16.215473,1
847,-20.571657,-10.629976,1
848,91.73028,46.278187,1
849,40.92419,17.981476,1
850,-13.023588,-8.453202,1
851,-43.41056,-10.444265,0
852,-36.93035,-10.442233,0
853,19.528744,4.1329074,1
854,31.974392,8.837293,1
855,-39.70757,-6.61351,0
856,-19.154373,-2.4919157,0
857,-39.45703,-3.0079985,0
858,24.713514,-11.319399,1
859,-11.273784,-4.9396086,1
860,-59.942142,13.64818,0
861,-59.185482,21.243454,0
862,1.588515,-10.525558,1
863,53.533127,8.048952,1
864,84.689606,27.931091,1
865,-31.16828,-0.6316899,0
866,-61.463852,27.428482,0
867,-5.546751,-17.192303,1
868,46.29442,-4.2967334,1
869,-55.652084,-8.672251,0
870,85.7408,40.275375,1
871,64.66828,42.33527,1
872,-4.2869463,-12.104652,1
873,14.504597,-6.670958,1
874,-14.550901,-19.42573,1
875,-0.7290878,-20.790943,1
876,18.229664,-10.939692,1
877,14.95244,-10.859911,1
878,33.893864,7.5034328,1
879,9.001162,9.46242,1
880,53.376816,41.841476,1
881,-17.771355,-18.353596,1
882,1.1786184,-20.197971,1
883,19.748764,-8.878864,1
884,-46.065956,22.443695,0
885,-102.6046,43.205246,0
886,0.17187858,-20.372726,1
887,-20.132336,-19.446386,0
888,22.785387,-5.0706615,1
889,-6.3485174,-12.955833,1
890,40.84501,-6.198688,1
891,41.627373,5.300151,1
892,49.392906,3.4606907,1
893,-5.770962,-15.683731,1
894,-29.886353,1.2089331,0
895,-10.933256,-10.388098,1
896,-4.6353655,-21.71233,1
897,39.60858,8.089562,1
898,6.992036,-6.045141,1
899,32.427498,-6.1708565,1
900,-61.30931,-1.2701137,0
901,12.87166,-7.3700747,1
902,5.8210716,-16.19624,1
903,52.162384,17.096056,1
904,43.86911,-7.341177,1
905,1.735466,-11.349176,1
906,-57.287163,0.91114676,0
