,x,y,target
1754,-14.61584,2.2371492,1
1755,-101.9511,46.006985,0
1756,2.0510821,-15.557629,1
1757,-49.84011,28.39835,0
1758,4.4250793,-9.282751,1
1759,46.16324,13.910721,1
1760,9.036744,-15.92032,1
1761,-19.774183,-14.007252,1
1762,43.626717,7.7327127,1
1763,-5.293276,-24.73603,1
1764,9.948337,-18.196945,1
1765,-28.778828,-15.117473,0
1766,-23.84262,15.2289505,0
1767,51.442757,0.15767685,1
1768,64.28669,10.104189,1
1769,-39.68052,-8.4858265,0
1770,58.816376,15.17024,1
1771,9.777086,-10.25218,1
1772,-16.58607,-13.356937,1
1773,-0.24316272,-20.524597,1
1774,63.926296,21.879862,1
1775,81.00642,22.84301,1
1776,-4.611828,-19.811192,1
1777,-44.447952,0.8844513,0
1778,-51.90446,6.7653165,0
1779,-2.0027122,-17.09019,1
1780,41.241886,5.9123125,1
1781,1.5762243,-8.805012,1
1782,34.783104,-7.920042,1
1783,-88.7873,4.204611,0
1784,47.775734,7.807653,1
1785,-27.586998,-19.020988,0
1786,-42.0418,-8.040834,0
1787,-12.095004,-22.485212,1
1788,-82.64542,8.478598,0
1789,30.984938,6.05636,1
1790,10.995491,-5.7489476,1
1791,62.05806,21.703083,1
1792,-60.087418,2.295856,0
1793,10.68956,5.578084,1
1794,-65.19848,-1.8406911,0
1795,42.160435,8.468603,1
1796,-48.815117,5.064792,0
1797,-74.56511,54.214104,0
1798,-10.591944,-22.97969,1
1799,16.52607,-6.4296064,1
1800,-41.953426,34.655304,0
1801,-28.335299,-16.379673,0
1802,28.26513,-13.126852,1
1803,-45.491913,10.49372,0
1804,9.977685,-11.502295,1
1805,-11.99173,-22.510395,1
1806,84.37171,52.952576,1
1807,29.384737,12.736182,1
1808,41.495445,6.5450506,1
1809,-0.6768428,-18.459364,1
1810,6.886482,-5.9305277,1
1811,29.25367,-6.880289,1
1812,-34.0647,-2.5698125,0
1813,11.965059,-12.092342,1
1814,-47.14484,7.4037404,0
1815,-39.5668,13.231867,0
1816,6.884363,-14.80896,1
1817,11.807499,-19.027119,1
1818,-58.781765,-1.0838943,0
1819,-10.912688,-11.892099,1
1820,14.950199,-6.6126027,1
1821,-11.993776,-11.025509,1
1822,2.2343106,-15.566969,1
1823,5.884067,-23.617855,1
1824,35.133633,16.48647,1
1825,-50.146095,36.087715,0
1826,31.61392,-0.317414,1
1827,61.207043,16.023607,1
1828,55.26605,25.716866,1
1829,49.876022,6.4501166,1
1830,-60.44123,10.145334,0
1831,-41.34702,19.059677,0
1832,-12.195431,-8.12674,1
1833,-80.58143,22.300528,0
1834,32.611305,2.8289819,1
1835,9.057361,-17.279818,1
1836,16.093317,-22.39826,1
1837,20.30447,-17.32993,1
1838,27.556168,-13.291691,1
1839,-24.1964,-9.417266,0
1840,-47.1456,10.102574,0
1841,8.240114,-21.860527,1
1842,-45.638237,4.348363,0
1843,39.213394,17.267454,1
1844,-53.452343,8.788368,0
1845,-4.697701,-13.819761,1
1846,-32.664883,5.6128016,0
1847,6.7008314,-25.911055,1
1848,7.9770784,-5.5738764,1
1849,-57.798214,36.613777,0
1850,-1.8490145,-20.6386,1
1851,29.711594,8.420891,1
1852,47.13555,4.147249,1
1853,70.949936,14.092827,1
1854,-0.9388179,-10.440471,1
1855,-24.066734,-17.094496,1
1856,-24.993097,-4.9848366,0
1857,-41.00559,22.637093,0
1858,-23.99324,-6.7890944,0
1859,-3.0780349,-32.46883,1
1860,64.0158,22.080647,1
1861,-11.650556,-19.176514,1
1862,-21.175331,-6.235259,1
1863,-2.3039281,-7.219144,1
1864,72.11722,24.863026,1
1865,3.9777784,-11.278573,1
1866,15.96055,-1.2645566,1
1867,-13.310127,-13.786745,1
1868,-17.112959,-8.805288,1
1869,47.860443,-12.229761,1
1870,26.282951,-3.03333,1
1871,-41.500343,0.46453214,0
1872,-9.48855,-1.3737339,1
1873,12.965886,-2.973486,1
1874,-15.228175,-12.493934,1
1875,5.291403,-12.655691,1
1876,-40.361656,-7.4283705,0
1877,-2.7275991,-15.437305,1
1878,-72.20789,41.428658,0
1879,18.677685,-10.393478,1
1880,75.10692,47.13176,1
1881,-38.677998,6.0795183,0
1882,45.27355,11.194067,1
1883,19.47222,2.6480823,1
1884,-47.614998,22.236664,0
1885,13.322089,-15.650512,1
1886,-135.29231,54.787758,0
1887,-16.696678,-17.45678,1
1888,93.465866,38.43924,1
1889,63.8499,6.24498,1
1890,-7.131418,-8.020298,1
1891,42.39338,-6.827044,1
1892,-26.984486,-5.4563894,1
1893,21.801268,-14.356219,1
1894,-36.753452,3.0236914,0
1895,58.73666,28.67038,1
1896,20.870186,-12.496098,1
1897,12.545532,-8.306111,1
1898,-23.589794,-11.827771,0
1899,-87.612854,8.433654,0
1900,-60.758965,34.781,0
1901,-49.821293,-8.734525,0
1902,-7.401352,-9.413042,1
1903,6.400539,15.40765,1
1904,4.3978243,-16.138254,1
1905,-38.574364,-1.9134532,0
1906,42.174534,6.7791276,1
1907,-7.29562,-4.56433,1
1908,-55.472027,2.176377,0
1909,-54.317356,-4.710928,0
1910,-38.899868,-9.278522,0
1911,-24.88646,-18.079056,0
1912,-34.577763,-1.8927362,0
1913,21.710432,-4.110915,1
1914,-23.697685,-1.3669145,0
1915,35.20806,2.516018,1
1916,60.00039,19.945023,1
1917,35.20662,-1.7936962,1
1918,-0.5257079,-18.24747,1
1919,-11.416727,-17.37852,1
1920,-100.2513,33.23513,0
1921,-15.910132,-21.331575,1
1922,90.22598,31.425232,1
1923,-21.659428,-19.550797,1
1924,50.78494,-5.376952,1
1925,13.917969,-16.425243,1
1926,18.309937,-6.8809032,1
1927,-12.333607,-6.5274014,1
1928,-1.2754651,-22.012268,1
1929,0.31906956,-2.513502,1
1930,60.802826,6.9200554,1
1931,-6.6563506,-20.231548,0
1932,-31.644688,-16.88987,0
1933,-35.574806,15.16823,0
1934,-23.496296,-10.955679,0
1935,29.056355,-7.129169,1
1936,-29.292355,16.949875,0
1937,8.476931,-3.1387658,1
1938,13.699042,-8.094288,1
1939,3.4017243,-23.222584,1
1940,-82.116005,37.769356,0
1941,71.54378,28.618582,1
1942,7.1384106,-7.642729,1
1943,-18.689564,-26.361074,1
1944,26.05001,-11.553631,1
1945,69.54315,54.9825,1
1946,-42.67881,13.232825,0
1947,2.1502826,-9.572859,1
1948,-69.068115,43.81305,0
1949,47.766953,0.9546494,1
1950,51.753326,7.7687616,1
1951,-25.970535,-13.303118,0
1952,-8.939243,-14.593999,0
1953,-15.047436,-24.924885,1
1954,-10.71701,-7.5566845,1
1955,-32.17141,-1.8281686,0
1956,-37.60752,13.772819,1
1957,-38.992546,-0.43808436,0
1958,-47.22438,20.950756,0
1959,-41.360855,8.83716,0
1960,-10.82135,-8.950616,0
1961,23.425823,-9.547935,1
1962,-18.919445,4.4736433,1
1963,16.142767,-18.260082,1
1964,20.523834,-10.827249,1
1965,-90.779724,31.836508,0
1966,-14.299221,-10.949346,1
1967,4.723929,-15.182176,1
1968,28.511673,-6.547617,1
1969,-39.21801,27.089851,0
1970,30.78228,-7.985181,1
1971,-47.780426,0.020097494,0
1972,51.812714,4.4649096,1
1973,-35.478516,-0.767547,0
1974,-10.543088,-8.551021,1
1975,8.041536,-7.5985727,1
1976,41.208767,31.860094,1
1977,48.26672,11.981556,1
1978,-41.7691,-1.450159,0
1979,2.0618854,5.6576166,1
1980,-5.507192,-24.291538,1
1981,-33.473137,-10.304401,0
1982,24.654966,-17.98397,1
1983,60.665855,-4.6562643,1
1984,-63.666203,12.463309,0
1985,28.515217,-7.141659,1
1986,-45.083996,3.2936869,0
1987,16.792284,-11.186472,1
1988,-83.07357,42.136314,0
1989,-38.02525,10.472647,0
1990,-10.056285,-17.733046,1
1991,2.344676,-12.876781,1
1992,-9.929625,-2.085877,0
1993,29.180294,-6.5967607,1
1994,-24.255795,-16.683023,1
1995,-32.599537,-2.0267568,0
1996,-15.622387,-3.609799,1
1997,83.182175,44.807762,1
1998,7.446943,-19.93741,1
1999,2.9256394,-22.893566,1
2000,-7.315388,-14.129734,1
2001,62.55282,19.78331,1
2002,-61.319702,15.58657,0
2003,-26.97942,-2.1514094,1
2004,43.671165,-13.275782,1
2005,26.716702,2.7170193,1
2006,-5.5894775,-6.222196,1
2007,-30.364235,-14.269378,0
2008,-37.12973,-2.9755003,0
2009,15.257884,-15.936463,1
2010,-24.645973,0.99280345,1
2011,58.557495,23.546577,1
2012,37.114105,-10.307949,1
2013,1.3276527,-15.998149,1
2014,11.509329,-21.450508,1
2015,-51.80784,45.31559,0
2016,-87.63431,17.106384,0
2017,10.537979,-25.28135,1
2018,17.53745,-11.1002445,1
2019,5.9214506,-10.601368,1
2020,38.020977,3.386366,1
2021,44.786346,27.913452,1
2022,19.28399,11.0253725,1
2023,57.91045,4.7911706,1
2024,65.78681,31.07576,1
2025,6.5591936,3.7273421,1
2026,19.020897,-7.6017904,1
2027,-11.405748,1.2244596,0
2028,3.3666468,-4.3587055,1
2029,54.274536,20.44693,1
2030,-17.846123,-0.9828288,0
2031,38.035492,12.014516,1
2032,-13.916649,-19.320911,1
2033,13.07531,-5.0275517,1
2034,-2.2559268,-13.904096,1
2035,42.626167,-5.256252,1
2036,-40.809372,12.75234,0
2037,-8.548463,-8.617697,1
2038,30.022722,19.733913,1
2039,-5.170807,-12.244673,1
2040,22.997482,5.54815,1
2041,52.354668,40.941246,1
2042,-24.626688,-24.778101,1
2043,40.063957,15.086816,1
2044,-5.030998,-13.703131,1
2045,4.554222,-22.293825,1
2046,16.186554,-8.988329,1
2047,-5.418583,-16.71291,1
2048,-33.00853,-1.8529016,0
2049,-18.038956,-19.882877,1
2050,27.229248,-16.372463,1
2051,-21.135729,-19.756105,1
2052,92.414925,36.99048,1
2053,9.613328,-9.704405,1
2054,-28.023983,-10.242874,1
2055,16.81103,-9.136238,1
2056,-3.7755203,-16.522549,1
2057,-0.79582113,-21.841747,1
2058,13.322601,-3.7715364,1
2059,-20.320007,-14.282033,1
2060,31.625374,-15.911959,1
2061,-93.15194,44.458008,0
2062,-50.01329,-1.6291621,0
2063,-37.533516,19.81923,0
2064,-55.407356,29.389332,0
2065,60.722397,6.25677,1
2066,86.00449,42.660725,1
2067,-9.188864,-6.920334,0
2068,-28.869917,-5.9142256,0
2069,-0.21331522,-20.170666,1
2070,-6.783202,-18.834595,1
2071,-12.813105,-19.159737,1
2072,6.4903502,-19.064209,1
2073,32.013023,-6.2401857,1
2074,-12.685697,-10.773196,1
2075,-9.3163185,-18.492958,1
2076,6.9986877,-7.265508,1
2077,-18.95261,-2.0738492,1
2078,-63.4813,9.656246,0
2079,22.472897,-3.7744427,1
2080,-99.91199,16.041967,0
2081,28.13458,-3.1716235,1
2082,25.926695,-3.3420193,1
2083,24.952984,-1.4378892,1
2084,65.56407,27.972149,1
2085,-6.8541145,-16.327896,1
2086,0.90695894,-25.407265,1
2087,-53.587418,-1.5745041,0
2088,13.83982,-9.691214,1
2089,36.519897,-8.962083,1
2090,-82.57497,44.410015,0
2091,28.352962,-9.524288,1
2092,66.34811,45.474155,1
2093,14.299511,-16.199516,1
2094,12.483987,-15.041196,1
2095,1.5197353,-11.440954,1
2096,-3.0416994,-12.147607,1
2097,5.2379584,-0.026960969,1
2098,-15.094693,-20.755047,1
2099,6.459664,-21.354635,1
2100,21.591997,-11.033965,1
2101,18.88999,11.554159,1
2102,35.907722,-6.890568,1
2103,82.42849,29.166779,1
2104,41.23847,0.7762612,1
2105,-14.136667,-19.701618,1
2106,-26.810188,-0.31853312,0
2107,-72.9653,14.626064,0
2108,-6.6082497,-10.527141,1
2109,80.48728,44.93477,1
2110,-26.060757,-7.721056,0
2111,54.920433,30.21334,1
2112,-53.195393,7.315138,0
2113,39.621452,-14.886032,1
2114,64.73857,31.562063,1
2115,-0.82318115,-21.617395,1
2116,-99.10852,54.138966,0
2117,-9.63419,-13.023372,1
2118,15.057924,2.446432,1
2119,-76.810165,23.259993,0
2120,2.5633526,3.397712,1
2121,-35.69034,-0.114783764,0
2122,1.1528621,-17.06556,1
2123,57.49659,15.326981,1
2124,-34.672348,6.672656,0
2125,3.1405897,-16.913572,1
2126,18.927988,9.104895,1
2127,26.385185,-1.5801853,1
2128,-1.5218887,0.24992335,1
2129,60.940968,13.253545,1
2130,-37.15547,-8.782877,0
2131,43.133095,-0.46376395,1
2132,11.530342,-14.048103,1
2133,51.43255,41.547523,1
2134,-35.67039,0.93650305,0
2135,9.415399,-18.917421,1
2136,-34.78035,-12.007322,0
2137,-17.896152,-19.865803,1
2138,84.60174,43.865135,1
2139,6.7867184,-9.749918,1
2140,-72.37782,27.561022,0
2141,-19.903774,-6.6774254,0
2142,-13.1841,7.5409384,0
2143,43.245705,-6.698042,1
2144,10.239532,-11.737099,1
2145,-28.012074,-20.118656,0
2146,14.69355,4.9179087,1
2147,-56.945347,10.63523,0
2148,20.430239,-19.1758,1
2149,-6.627763,-19.828003,1
2150,18.027771,-12.405394,1
2151,57.675007,1.7434714,1
2152,-18.690838,-8.250589,1
2153,-41.379333,-0.044382453,0
2154,27.671751,-8.307485,1
2155,-21.931541,-19.190441,0
2156,28.973175,3.1401298,1
2157,-54.33612,25.859545,0
2158,-73.32094,12.9914665,0
2159,28.284851,-22.084164,1
2160,41.40723,-2.9401987,1
2161,-21.737116,-11.532163,0
2162,-31.409153,13.799468,1
2163,12.532868,-2.7497778,1
2164,-56.643692,17.195442,0
2165,19.079279,15.860648,1
2166,25.209621,-9.632832,1
2167,-37.040344,3.1575255,0
2168,14.769581,5.0379057,1
2169,-14.335281,-21.1064,1
2170,52.31485,-1.8501797,1
2171,-84.17996,38.662308,0
2172,48.96624,3.8001351,1
2173,0.9816848,-16.654522,1
2174,25.442219,-4.8419986,1
2175,22.683666,-2.7302806,1
2176,-66.61276,25.93845,0
2177,-2.9764245,-4.6786594,1
2178,1.9973662,-14.893657,1
2179,19.874006,-5.3818,1
2180,-29.965725,-2.9663587,0
2181,-92.072624,29.658203,0
2182,-53.210033,14.212166,0
2183,22.417133,-3.7955813,1
2184,49.487053,41.421555,1
2185,-15.54347,-15.744731,1
2186,-43.415436,1.2286605,0
2187,3.4871,-8.700674,1
2188,-107.17388,27.446781,0
2189,-30.054707,-15.83181,0
2190,-9.707892,-17.469015,1
2191,-16.589043,1.9203554,0
2192,51.415627,18.583838,1
2193,7.3333807,5.954426,1
2194,57.856182,3.30554,1
2195,10.537129,-9.531725,1
2196,-6.644963,-21.346413,1
2197,37.891613,5.986492,1
2198,-16.393116,-11.6089325,1
2199,51.11164,0.8262211,1
2200,-57.009903,32.264534,0
2201,18.169819,-10.4698925,1
2202,-33.949722,-9.879261,0
2203,13.809555,-4.042198,1
2204,91.02601,47.00541,1
2205,-52.446823,24.290222,0
2206,-62.072594,4.3381553,0
2207,49.5477,34.455498,1
2208,6.2142487,-25.058098,1
2209,-13.929028,-13.213211,1
2210,-42.914406,4.8758183,0
2211,15.34184,-11.906309,1
2212,-76.945305,22.280588,0
2213,-10.080184,-12.913949,1
2214,-39.24781,-5.3569527,0
2215,78.616875,14.506123,1
2216,-0.75344986,-12.425313,1
2217,-6.887956,-21.621223,1
2218,-58.773598,11.956549,0
2219,-74.83586,25.459187,0
2220,-39.44262,-2.125081,0
2221,-51.40493,-9.432911,0
2222,0.4810777,-15.254572,1
2223,-71.6765,25.242743,0
2224,-14.568296,-20.184935,0
2225,43.53915,2.643418,1
2226,-48.326763,3.188479,0
2227,16.464077,10.183022,1
2228,30.067535,-16.238949,1
2229,34.9412,10.215013,1
2230,1.2902347,-24.382057,1
2231,-52.869694,0.53266,0
2232,-46.40336,-11.97303,0
2233,11.822794,-3.7295923,1
2234,16.74055,-9.687587,1
2235,-69.282,41.053375,0
2236,-56.221195,10.884931,0
2237,20.17258,5.1065435,1
2238,13.646585,-15.91456,1
2239,14.396563,-10.345867,1
2240,89.13937,50.93832,1
2241,-45.529346,29.211916,0
2242,54.79492,-6.0321026,1
2243,-72.06094,42.60553,0
2244,2.3139095,-12.913568,1
2245,-19.387009,-13.424926,1
2246,2.479649,-15.225838,1
2247,42.498787,-8.01723,1
2248,12.779459,-13.044909,1
2249,7.3661404,-17.718298,1
2250,8.948502,-11.066088,1
2251,27.340263,-2.8050969,1
2252,-10.498545,-17.741604,1
2253,19.24096,-11.787035,1
2254,-18.203009,-10.170811,0
2255,-48.481945,25.466536,0
2256,-41.431725,-4.720751,0
2257,-48.546875,15.917181,0
2258,14.3498125,-22.94081,1
2259,35.61159,-7.398981,1
2260,16.628614,-4.1608515,1
2261,25.948505,-4.781507,1
2262,-40.58528,5.8846126,0
2263,55.24051,7.083868,1
2264,19.37175,-25.354002,1
2265,72.041046,57.572063,1
2266,-35.4554,0.8195422,0
2267,-1.6755044,-9.585353,1
2268,8.160645,-2.489972,1
2269,65.653496,13.246668,1
2270,-46.307335,-4.3025327,0
2271,91.99741,1.4195532,1
2272,-36.38282,-9.220181,0
2273,-13.227427,-14.707005,1
2274,-3.0168967,4.1645193,1
2275,13.935663,-21.021828,1
2276,48.83603,9.605112,1
2277,-78.7643,40.56478,0
2278,-49.190823,2.1248932,0
2279,-51.494217,-0.4358978,0
2280,-59.963966,34.558746,0
2281,-21.972313,-19.012264,0
2282,34.52898,0.32751203,1
2283,-50.561344,34.212822,0
2284,70.5883,41.004814,1
2285,26.255684,-0.97535944,1
2286,38.267612,2.6651769,1
2287,-28.109247,-11.145218,1
2288,29.568075,27.18605,1
2289,38.35228,-7.9377003,1
2290,48.892067,16.814262,1
2291,-25.141325,-10.681256,0
2292,-42.656334,0.46143532,0
2293,-13.452038,-27.21164,1
2294,77.97237,33.29722,1
2295,82.92284,11.383503,1
2296,34.41024,-1.8230398,1
2297,31.97723,-1.7228112,1
2298,-24.04615,-14.641269,1
2299,-4.6247535,-18.11233,1
2300,-45.94237,12.4536915,0
2301,-78.02928,57.994286,0
2302,-5.6370416,-8.088154,1
2303,-21.324383,-12.317125,0
2304,-88.43518,18.15226,0
2305,-50.043133,18.371063,0
2306,-35.620037,-3.4909587,0
2307,25.75161,-21.892971,1
2308,-37.63761,7.274041,0
2309,-65.614456,14.218842,0
2310,12.5715885,-9.285246,1
2311,-41.149475,-2.8442245,0
2312,1.2578363,-12.747229,1
2313,64.10796,46.758972,1
2314,-10.408764,-17.449585,1
2315,-94.621346,47.84977,0
2316,58.211914,14.718958,1
2317,-32.689285,8.590727,0
2318,5.973134,-21.00676,1
2319,-8.347443,-10.936506,1
2320,-59.447727,19.312796,0
2321,38.840668,-1.3656799,1
2322,2.599891,-8.359617,1
2323,-51.556282,1.8386298,0
2324,2.1176403,-6.7514534,1
2325,11.613565,-13.272144,1
2326,-4.686283,-8.847083,1
2327,35.483276,-6.2158813,1
2328,7.55072,-15.023603,1
2329,9.738551,-0.7087977,1
2330,-55.54847,2.173632,0
2331,43.43248,1.2868247,1
2332,-16.418491,7.4747934,0
2333,29.976183,-11.06403,1
2334,-1.9283477,-12.948105,1
2335,81.35065,24.12929,1
2336,-67.40376,3.106616,0
2337,72.71144,15.449019,1
2338,6.287346,-6.917296,1
2339,0.9003222,-7.7759132,1
2340,-9.936817,-5.5191345,1
2341,-35.523018,-13.385458,1
2342,41.543716,-2.9966404,1
2343,22.617882,-17.605537,1
2344,16.689087,-6.2923865,1
2345,31.036915,-5.306401,1
2346,-35.236202,-12.519104,0
2347,-26.917257,-0.7258448,0
2348,-7.3323784,-22.819279,0
2349,20.998774,-5.7000284,1
2350,-42.155273,4.7590723,0
2351,-62.323006,11.743885,0
2352,-34.386223,-1.478496,0
2353,-3.1483262,1.4047576,1
2354,69.654816,4.93313,1
2355,-13.879099,-24.671808,1
2356,11.179078,-18.567253,1
2357,8.8276415,10.211415,1
2358,-69.807655,2.8566535,0
2359,-84.82388,21.72116,0
2360,-23.125914,-15.410746,1
2361,12.702929,-15.373818,1
2362,-57.270523,36.601524,0
2363,-37.219856,1.155944,0
2364,47.408096,-6.2908654,1
2365,64.67844,-6.6360955,1
2366,-35.830185,20.860487,0
2367,55.023018,36.18423,1
2368,48.78088,-4.6945076,1
2369,5.988574,-13.598984,1
2370,61.26613,14.211313,1
2371,14.964561,13.387104,1
2372,-11.018745,-13.437012,1
2373,-82.07615,46.619812,0
2374,48.81432,11.6866455,1
2375,11.704006,-10.638897,1
2376,-43.31685,6.1879263,0
2377,-50.86358,22.633549,0
2378,9.975079,-9.140848,1
2379,-17.277966,-18.28855,1
2380,-72.38823,29.020515,0
2381,74.86141,33.422974,1
2382,-8.074246,0.42074013,1
2383,22.551628,-14.186285,1
2384,-23.67815,-9.927188,0
2385,8.29787,-13.378733,1
2386,-21.271305,-13.236917,1
2387,20.764961,21.452702,1
2388,-36.67421,-8.845053,0
2389,-0.6921662,-22.23058,1
2390,51.824646,18.753826,1
2391,31.268795,-6.1460366,1
2392,-6.3701463,-14.803049,1
2393,-10.227816,-17.323198,1
2394,-12.509752,-16.559698,1
2395,-3.1603277,-19.436592,1
2396,-23.056763,4.6695147,1
2397,-20.143402,-9.912096,0
2398,3.769184,-17.858494,1
2399,42.37233,-1.7181102,1
2400,29.116518,-8.503916,1
2401,0.90969944,-5.84365,1
2402,16.54282,-13.1627655,1
2403,57.151302,17.081928,1
2404,-78.772156,23.296833,0
2405,-39.659214,29.607918,0
2406,-6.2958965,-20.79424,1
2407,12.599084,-8.375205,1
2408,-58.198677,45.236603,0
2409,4.7565413,-19.833296,1
2410,28.60918,2.7848735,1
2411,8.706944,-15.182733,1
2412,5.3832145,23.678112,1
2413,27.129444,-7.561917,1
2414,-1.0775423,11.931257,0
2415,-53.680656,5.502676,0
2416,69.62138,55.6224,1
2417,73.91295,21.37738,1
2418,-14.91948,-25.810673,1
2419,-21.042461,-15.883623,1
2420,38.491302,-12.55585,1
2421,-78.06862,13.411217,0
2422,-43.902435,0.62569404,0
2423,15.375732,-12.225763,1
2424,-28.80856,-8.9584255,1
2425,-55.462395,14.700607,0
2426,11.243871,-25.933643,1
2427,-1.5888246,2.1162105,1
2428,87.12451,30.709862,1
2429,116.77516,7.823036,1
2430,28.282225,-10.574735,1
2431,-55.519066,37.30934,0
2432,0.600176,-8.73813,1
2433,32.80654,4.1726227,1
2434,60.78133,8.847229,1
2435,88.645744,38.65732,1
2436,32.215225,-9.875305,1
2437,52.00746,-22.827873,1
2438,-10.517126,-26.819244,1
2439,1.7959144,-12.118197,1
2440,-13.568659,-27.599152,1
2441,5.9968233,-18.992798,1
2442,-8.426653,-16.883806,0
2443,26.334795,16.97732,1
2444,17.212059,31.2232,1
2445,-29.445633,-18.704918,1
2446,36.498985,33.850243,1
2447,-11.963448,-19.43713,1
2448,-46.625015,3.2279086,0
2449,-10.774179,-17.120384,1
2450,36.963768,-0.17496872,1
2451,84.86211,51.669647,1
2452,-52.318596,-7.619991,0
2453,32.19847,1.306807,1
2454,8.061402,-10.245895,1
2455,-20.667105,-15.1523485,0
2456,87.912415,30.238043,1
2457,-14.789406,-19.326641,1
2458,-96.27868,27.260136,0
2459,10.037464,-20.38572,1
2460,40.97635,-3.215934,1
2461,23.473469,-11.546696,1
2462,39.19287,1.6255294,1
2463,-40.74311,-12.929203,0
2464,-16.78027,-23.241253,0
2465,18.393139,-24.857136,1
2466,-42.53463,43.32701,0
2467,-3.925824,-13.9141655,1
2468,-26.860485,18.943937,0
2469,-39.98201,-12.749854,0
2470,-39.671597,9.555829,0
2471,44.02792,3.7677033,1
2472,66.58263,5.69553,1
2473,69.674995,14.267948,1
2474,17.939331,-18.632854,1
2475,12.447905,-25.037827,1
2476,49.129807,10.271925,1
2477,3.7196403,-5.854357,1
2478,20.720098,13.749256,1
2479,66.972275,43.1452,1
2480,-27.086245,-5.4397554,0
2481,-39.29393,-14.455975,0
2482,31.618332,-4.3285403,1
2483,30.693962,-13.339708,1
2484,31.907013,-3.4720292,1
2485,60.79068,-7.3355885,1
2486,-34.127342,2.7994847,0
2487,24.30671,-10.012313,1
2488,-10.321425,-23.979181,0
2489,-17.499609,-12.12291,1
2490,58.70391,17.67766,1
2491,22.347235,-10.282759,1
2492,39.045025,-4.0988708,1
2493,-8.201702,-16.772987,1
2494,39.013733,5.080224,1
2495,17.339958,-14.721915,1
2496,-0.37100542,-5.902025,1
2497,-84.82925,32.21082,0
2498,-14.606021,-23.27769,1
2499,-50.236782,26.428772,0
2500,22.322,-4.3364573,1
2501,-11.003071,-6.4574947,1
2502,-42.38549,25.14568,0
2503,-13.364805,-15.854185,1
2504,47.59114,9.505278,1
2505,-15.37336,-23.845991,1
2506,8.913559,-12.070419,1
2507,-89.03059,5.392025,0
2508,-20.482456,-8.681776,1
2509,-10.452562,-2.350623,0
2510,-16.13882,-20.610344,1
2511,-5.950211,-21.830688,1
2512,-27.522678,-1.9705691,1
2513,-49.56794,26.674818,0
2514,-5.1661987,-22.434666,1
2515,-1.7854333,-1.5978689,1
2516,-5.0392456,-23.650217,1
2517,1.3736836,2.7697558,1
2518,24.571983,19.147793,1
2519,28.501171,-10.574739,1
2520,10.322821,-7.5107317,1
2521,30.653812,-13.646477,1
2522,-34.225494,21.23703,0
2523,-39.64566,2.5814822,0
2524,-43.497562,10.611431,0
2525,-9.886425,-3.1736245,1
2526,-33.89593,15.086912,0
2527,4.352524,-17.340755,1
2528,2.8204236,-0.23085427,1
2529,53.747063,3.7641516,1
2530,-4.549221,-15.9579735,1
2531,-3.8910797,-24.988882,1
2532,-36.534515,-12.793556,0
2533,-2.6497438,-15.757761,1
2534,15.411677,-14.568126,1
2535,-50.12867,34.81875,0
2536,1.3804742,-19.871284,1
2537,7.69761,-12.75926,1
2538,4.8525853,-21.627373,1
2539,4.702139,-13.011076,1
2540,-4.802151,-24.44577,1
2541,-45.078506,-8.047502,0
2542,-79.14628,14.475188,0
2543,26.616734,-11.141236,1
2544,72.17757,26.702387,1
2545,2.7426538,-18.752323,1
2546,-5.2488155,-18.75754,1
2547,65.20203,41.38393,1
2548,-3.5582283,-26.660122,1
2549,26.361712,1.4877356,1
2550,15.64217,11.192003,1
2551,11.899178,-6.7640266,1
2552,-56.4057,35.755974,0
2553,9.056467,-15.18641,1
2554,5.7863445,-16.25584,1
2555,-43.348595,-6.2248588,0
2556,81.71707,36.075592,1
2557,27.009087,-21.344639,1
2558,82.67215,19.095028,1
2559,52.545803,-6.036201,1
2560,-16.69662,-16.990788,1
2561,43.21727,0.89255536,1
2562,16.131248,-13.276713,1
2563,39.689194,10.441002,1
2564,3.628418,-31.249481,1
2565,-97.451706,29.339243,0
2566,23.98422,-10.641666,1
2567,-8.509939,-16.407127,1
2568,-53.029366,1.5249501,0
2569,32.43512,-0.83965,1
2570,-15.571223,-13.613535,1
2571,8.777361,-9.688404,1
2572,23.59338,8.883406,1
2573,73.9466,31.06857,1
2574,64.265816,6.7494936,1
2575,-2.9343135,-14.339781,0
2576,25.506746,-12.403007,1
2577,37.623367,31.36655,1
2578,-48.227512,-1.3057272,0
2579,26.265884,-5.098611,1
2580,-25.403807,-6.5610285,0
2581,-87.84125,28.274628,0
2582,-49.117447,29.446218,0
2583,-65.28668,7.573617,0
2584,-66.3706,23.592316,0
2585,72.53208,21.642202,1
2586,11.683319,-8.29299,1
2587,-49.824467,14.601017,0
2588,-51.91204,17.78074,0
2589,-52.082676,10.198395,0
2590,22.136986,-16.542965,1
2591,-10.069881,-6.191622,1
2592,54.928368,21.930874,1
2593,-33.528053,30.126421,0
2594,-0.93806124,-15.318094,1
2595,6.7722406,-16.595676,1
2596,-105.42965,24.074345,0
2597,12.150074,-18.268509,1
2598,74.52792,55.590557,1
2599,-54.37884,35.42719,0
2600,-22.730864,19.097492,0
2601,65.75479,50.186485,1
2602,-27.985073,-18.847813,1
2603,-10.263992,-18.404531,1
2604,-64.52394,30.8407,0
